Id unique,NOMS HUMAINS,SECOND NOM,TROISIEME NOM,aliases
707.0,Olodkey,,,Olodkey
708.0,Olos,,,Olos
196.0,Oma,,,Oma
709.0,Ongola,,,Ongola
197.0,Orna,,,Orna
710.0,Osemore,,,Osemore
711.0,Oterel,,,Oterel
712.0,Otto,Hegelman,,Otto Hegelman | Hegelman | Otto
713.0,Ozzie,Munson,Oz,Ozzie Munson Oz | Ozzie Munson | Munson Oz | Ozzie Oz | Munson | Ozzie | Oz
1006.0,P’leen,,,P’leen
714.0,P’nine,,,P’nine
715.0,P’ratan,,,P’ratan
716.0,P’tero,,,P’tero
717.0,P’zar,,,P’zar
718.0,Palim,,,Palim
198.0,Palla,,,Palla
719.0,Pardure,,,Pardure
720.0,Pardure,,,Pardure
721.0,Parren,,,Parren
722.0,Pat,Hempenstall,,Pat Hempenstall | Hempenstall | Pat
723.0,Patrice,de Broglie,,Patrice de Broglie | de Broglie | Patrice
724.0,Patry,,,Patry
199.0,Patsy,Swann,,Patsy Swann | Patsy | Swann
725.0,Paul,Benden,,Paul Benden | Benden | Paul
726.0,Paul,Logorides,,Paul Logorides | Logorides | Paul
727.0,Paulin,,,Paulin
728.0,Pell,,,Pell
729.0,Pellomar,,,Pellomar
200.0,Pendora,,,Pendora
201.0,Pendra,,,Pendra
730.0,Pergamol,,,Pergamol
731.0,Perschar,Pershar,,Perschar Pershar | Perschar | Pershar
732.0,Persellan,,,Persellan
202.0,Pessia,,,Pessia
733.0,Petan,,,Petan
734.0,Peter,Semling,,Peter Semling | Semling | Peter
735.0,Peterpar,,,Peterpar
736.0,Petey,Pete,,Petey Pete | Petey | Pete
1007.0,Peth,,,Peth
737.0,Petillo,,,Petillo
738.0,Petiron,,,Petiron
739.0,Phas,Radamanth,,Phas Radamanth | Radamanth | Phas
740.0,Piemur,,,Piemur
740.0,Piemur,,,Piemur
740.0,Piemur,,,Piemur
741.0,Piemur,,,Piemur
742.0,Pierre,de Courcis,,Pierre de Courcis | de Courcis | Pierre
203.0,Pilgra,,,Pilgra
743.0,Pol,,,Pol
744.0,Pol ,Nietro,,Pol Nietro | Nietro | Pol
204.0,Pona,,,Pona
745.0,Porrig,Connell,,Porrig Connell | Connell | Porrig
746.0,Possil,,,Possil
747.0,Pragal,,,Pragal
748.0,Pressen,,,Pressen
205.0,Prilla,,,Prilla
749.0,Quitrin,,,Quitrin
750.0,R’gul,Rangul,,R’gul Rangul | Rangul | R’gul
1008.0,R’len,,,R’len
751.0,R’limeak,,,R’limeak
752.0,R’mart,,,R’mart
1009.0,R’miel,R’mel,,R’miel R’mel | R’miel | R’mel
1010.0,R’nor,,,R’nor
753.0,R’yar,,,R’yar
754.0,Raid,,,Raid
755.0,Raïd,,,Raïd
756.0,Ram,Da,,Ram Da | Ram | Da
206.0,Ramala,,,Ramala
757.0,Rammany,,,Rammany
758.0,Rampesi,,,Rampesi
1011.0,Randy,,,Randy
759.0,Ranly,,,Ranly
207.0,Rannelly,Rannely,,Rannelly Rannely | Rannelly | Rannely
760.0,Ranneth,,,Ranneth
761.0,Ranrel,,,Ranrel
762.0,Rapal,,,Rapal
763.0,Rasa,,,Rasa
764.0,Ratoshigan,Ratoshinga,,Ratoshigan Ratoshinga | Ratoshigan | Ratoshinga
765.0,Readis,,,Readis
766.0,Red,Hanrahan,,Red Hanrahan | Hanrahan | Red
208.0,Relna,,,Relna
767.0,Rency,,,Rency
768.0,René,Mallibeau,,René Mallibeau | Mallibeau | René
769.0,Ricardy,,,Ricardy
770.0,Richud,,,Richud
209.0,Rill,Nerilka,,Rill Nerilka | Nerilka | Rill
771.0,Riller,,,Riller
210.0,Robina,,,Robina
772.0,Robinton,Rob,Robie,Robinton Rob Robie | Robinton Robie | Robinton Rob | Rob Robie | Robinton | Robie | Rob
773.0,Roblyn,,,Roblyn
774.0,Robse,,,Robse
775.0,Rokayas,,,Rokayas
776.0,Ronchin,,,Ronchin
211.0,Rosheen,,,Rosheen
777.0,Rudi,Shwartz,Rudolph,Rudi Shwartz Rudolph | Shwartz Rudolph | Rudi Rudolph | Rudi Shwartz | Rudolph | Shwartz | Rudi
778.0,Rulyar,,,Rulyar
779.0,Runel,,,Runel
780.0,S’bran,,,S’bran
1012.0,S’dra,,,S’dra
1013.0,S’gar,,,S’gar
781.0,S’gor,,,S’gor
782.0,S’goral,,,S’goral
783.0,S’lan,Selessan,Sellie,S’lan Selessan Sellie | Selessan Sellie | S’lan Selessan | S’lan Sellie | Selessan | Sellie | S’lan
784.0,S’lel,,,S’lel
785.0,S’len,,,S’len
786.0,S’ligar,,,S’ligar
787.0,S’loner,,,S’loner
788.0,S’mon,Thomas,,S’mon Thomas | Thomas | S’mon
789.0,S’nan,,,S’nan
790.0,S’peren,,,S’peren
791.0,S’rond,,,S’rond
212.0,Sabra,Ongola,Stein,Sabra Ongola Stein | Ongola Stein | Sabra Ongola | Sabra Stein | Ongola | Sabra | Stein
213.0,Saday,,,Saday
214.0,Sagassy,,,Sagassy
792.0,Sal,,,Sal
215.0,Salda,,,Salda
216.0,Sallah,,,Sallah
217.0,Sallah ,Telgar-Andiyar,,Sallah Telgar-Andiyar | Telgar-Andiyar | Sallah
218.0,Sallisha,,,Sallisha
793.0,Saltor,,,Saltor
794.0,Samvel,,,Samvel
795.0,Saneter,,,Saneter
796.0,Sangel,,,Sangel
219.0,Sanra,,,Sanra
220.0,Sarah,,,Sarah
221.0,Sarai,,,Sarai
222.0,Sarra,,,Sarra
797.0,Scallak,,,Scallak
798.0,Scand,,,Scand
799.0,Sch’gall,,,Sch’gall
800.0,Sean,Connell,O’Connell,Sean Connell O’Connell | Connell O’Connell | Sean O’Connell | Sean Connell | O’Connell | Connell | Sean
800.0,Sean,Connell,O’Connell,Sean Connell O’Connell | Connell O’Connell | Sean O’Connell | Sean Connell | O’Connell | Connell | Sean
801.0,Sebell,Sebel,Sevell,Sebell Sebel Sevell | Sebell Sevell | Sebel Sevell | Sebell Sebel | Sebell | Sevell | Sebel
802.0,Sefal,,,Sefal
803.0,Sefran,,,Sefran
223.0,Segoina,,,Segoina
224.0,Sella,,,Sella
804.0,Sellel,,,Sellel
805.0,Semment,,,Semment
806.0,Serubil,,,Serubil
807.0,Sev,Ritecamp,,Sev Ritecamp | Ritecamp | Sev
1014.0,Severeid,,,Severeid
808.0,Sh’gall,,,Sh’gall
809.0,Shadder,,,Shadder
810.0,Shankolin,Glasstol de Crom,,Shankolin Glasstol de Crom | Glasstol de Crom | Shankolin
1015.0,Shanna,,,Shanna
225.0,Sharra,,,Sharra
225.0,Sharra,,,Sharra
226.0,Sharra,Sharrie,,Sharra Sharrie | Sharrie | Sharra
227.0,Shavva,Fahroud,,Shavva Fahroud | Fahroud | Shavva
811.0,Shawan,,,Shawan
812.0,Sheledon,Shel,,Sheledon Shel | Sheledon | Shel
813.0,Sherris,,,Sherris
814.0,Sheve,,,Sheve
1016.0,Shih,Lao,,Shih Lao | Shih | Lao
815.0,Shonagar,,,Shonagar
816.0,Shonagor,,,Shonagor
817.0,Shulse,,,Shulse
818.0,Shuvin,,,Shuvin
228.0,Sicca,,,Sicca
819.0,Sifer,,,Sifer
820.0,Sigomal,,,Sigomal
1017.0,Sigomel,,,Sigomel
229.0,Silga,,,Silga
230.0,Silma,,,Silma
1018.0,Silon,,,Silon
821.0,Silton,,,Silton
231.0,Silvana,,,Silvana
232.0,Silvina,,,Silvina
233.0,Sim,,,Sim
822.0,Sintary,,,Sintary
234.0,Sira,,,Sira
235.0,Sirrie,,,Sirrie
236.0,Sitta,,,Sitta
823.0,Sneel,,,Sneel
824.0,Sograny,,,Sograny
237.0,Solth,,,Solth
825.0,Soover,,,Soover
238.0,Soreel,,,Soreel
239.0,Sorka,,,Sorka
239.0,Sorka,,,Sorka
826.0,Sousmal,,,Sousmal
827.0,Sparling,,,Sparling
828.0,St’ven,,,St’ven
240.0,Stella,,,Stella
829.0,Stev,Kimmer,,Stev Kimmer | Kimmer | Stev
830.0,Stinar,,,Stinar
241.0,Stolla,,,Stolla
831.0,Struan,,,Struan
832.0,Strud,,,Strud
833.0,Sucho,,,Sucho
242.0,Sue,Havers,,Sue Havers | Havers | Sue
834.0,Sufur,,,Sufur
243.0,Suriana,,,Suriana
244.0,Suze,,,Suze
245.0,Svenda,Olubushtu,,Svenda Olubushtu | Olubushtu | Svenda
246.0,Sydra,,,Sydra
247.0,T’bor,,,T’bor
1019.0,T’bot,,,T’bot
835.0,T’dam,,,T’dam
836.0,T’gellan,,,T’gellan
1020.0,T’gor,,,T’gor
837.0,T’gran,,,T’gran
838.0,T’grel,,,T’grel
839.0,T’kil,,,T’kil
840.0,T’kul,,,T’kul
841.0,T’kull,,,T’kull
842.0,T’lan,,,T’lan
1021.0,T’ledon,,,T’ledon
843.0,T’lion,Gaddie,,T’lion Gaddie | Gaddie | T’lion
844.0,T’lonneg,,,T’lonneg
845.0,T’nure,,,T’nure
846.0,T’ragel,,,T’ragel
847.0,T’ral,,,T’ral
1022.0,T’ran,,,T’ran
848.0,T’reb,,,T’reb
849.0,T’red,,,T’red
850.0,T’ron,,,T’ron
851.0,T’sen,,,T’sen
852.0,T'sum,,,T'sum
853.0,T’tel,T’lel,,T’tel T’lel | T’lel | T’tel
854.0,T’ton,,,T’ton
855.0,Tagetarl,Tag,,Tagetarl Tag | Tagetarl | Tag
248.0,Tai,,,Tai
249.0,Talina,,,Talina
856.0,Talmor,,,Talmor
857.0,Talpan,,,Talpan
858.0,Tanus,,,Tanus
859.0,Tarathel,,,Tarathel
860.0,Targus,,,Targus
250.0,Tarrie,Chernoff,,Tarrie Chernoff | Chernoff | Tarrie
861.0,Tarvi,Andiyar,Andivar,Tarvi Andiyar Andivar | Andiyar Andivar | Tarvi Andivar | Tarvi Andiyar | Andivar | Andiyar | Tarvi
1023.0,Tashkovich,,,Tashkovich
862.0,Tashvi,,,Tashvi
863.0,Tawkin,,,Tawkin
864.0,Ted ,Tubberman,Tubbermann,Ted Tubberman Tubbermann | Tubberman Tubbermann | Ted Tubbermann | Ted Tubberman | Tubbermann | Tubberman | Ted
865.0,Tegger,,,Tegger
251.0,Tela,,,Tela
252.0,Tellani,,,Tellani
253.0,Temma,,,Temma
254.0,Tenna,,,Tenna
866.0,Terentel,,,Terentel
867.0,Terry,,,Terry
868.0,Tesner,,,Tesner
869.0,Texur,,,Texur
255.0,Thea,,,Thea
1036.0,Thella,,,Thella
870.0,Theng,,,Theng
871.0,Théo,Force,,Théo Force | Force | Théo
872.0,Theskin,,,Theskin
873.0,Thomas,,,Thomas
874.0,Tikini,,,Tikini
875.0,Tilarek,,,Tilarek
876.0,Tilgin,,,Tilgin
1024.0,Tilsit,,,Tilsit
877.0,Timareen,,,Timareen
878.0,Timiny,Tim,,Timiny Tim | Timiny | Tim
879.0,Tinamon,,,Tinamon
880.0,Tino,,,Tino
881.0,Tippel,,,Tippel
882.0,Tirone,,,Tirone
256.0,Tisha,,,Tisha
883.0,Tolocamp,,,Tolocamp
884.0,Tom,Patrick,,Tom Patrick | Patrick | Tom
1025.0,Tomlinson,,,Tomlinson
1026.0,Tomol,,,Tomol
885.0,Tordril,,,Tordril
257.0,Torene,,,Torene
886.0,Toric,,,Toric
886.0,Toric,,,Toric
886.0,Toric,,,Toric
887.0,Torjus,,,Torjus
888.0,Torlin,,,Torlin
889.0,Torlo,,,Torlo
890.0,Toronas,,,Toronas
891.0,Torsten,,,Torsten
892.0,Tortole,,,Tortole
893.0,Tosikin,,,Tosikin
1027.0,Tracey,Train,,Tracey Train | Tracey | Train
894.0,Tragger,,,Tragger
895.0,Traller,,,Traller
896.0,Tranilty,,,Tranilty
897.0,Trelbin,,,Trelbin
258.0,Triana,,,Triana
898.0,Trume,,,Trume
1028.0,Tuck,,,Tuck
899.0,Tuero,,,Tuero
900.0,Tuero,,,Tuero
259.0,Tumara,,,Tumara
901.0,Tunge,,,Tunge
902.0,Turlon,,,Turlon
903.0,Turvine,Turving,,Turvine Turving | Turvine | Turving
904.0,Tuvor,,,Tuvor
1029.0,Twenone,,,Twenone
905.0,Ussie,,,Ussie
1030.0,Usuai,,,Usuai
906.0,Uvor,,,Uvor
907.0,V’last,,,V’last
908.0,V’line,,,V’line
909.0,V’mul,,,V’mul
910.0,Valden,,,Valden
260.0,Valli,Lieb,,Valli Lieb | Valli | Lieb
911.0,Valrol,,,Valrol
912.0,Vandentine,,,Vandentine
913.0,Vander,,,Vander
261.0,Varena,Vanira,Nanira,Varena Vanira Nanira | Vanira Nanira | Varena Nanira | Varena Vanira | Nanira | Vanira | Varena
914.0,Varney,,,Varney
915.0,Venabil,,,Venabil
916.0,Vendross,,,Vendross
917.0,Vergerin,,,Vergerin
262.0,Vesna,,,Vesna
263.0,Vessa,,,Vessa
918.0,Viderian,,,Viderian
919.0,Vieil Oncle,,,Vieil Oncle
920.0,Vincet,,,Vincet
921.0,Viredian,,,Viredian
264.0,Virginia,,,Virginia
922.0,Vormital,,,Vormital
1031.0,W’ter,,,W’ter
1032.0,W’ven,,,W’ven
923.0,Wade,Lorenzo,,Wade Lorenzo | Lorenzo | Wade
924.0,Waine,,,Waine
925.0,Wanson,,,Wanson
926.0,Wansor,,,Wansor
927.0,Wansôr,,,Wansôr
928.0,Warbret,,,Warbret
929.0,Warlow,,,Warlow
930.0,Washell,Wachell,Wash,Washell Wachell Wash | Washell Wachell | Wachell Wash | Washell Wash | Wachell | Washell | Wash
265.0,Wil,,,Wil
266.0,Wimmia,,,Wimmia
267.0,Winalla,,,Winalla
1033.0,Winnia,,,Winnia
931.0,Wonegal,,,Wonegal
932.0,Wyzall,,,Wyzall
933.0,Xi,Chi,Yuen,Xi Chi Yuen | Chi Yuen | Xi Yuen | Xi Chi | Yuen | Chi | Xi
934.0,Yanus,,,Yanus
935.0,Yorag,,,Yorag
1034.0,Yvonne,Yves,,Yvonne Yves | Yvonne | Yves
1035.0,Z’gal,,,Z’gal
936.0,Z’ran,,,Z’ran
268.0,Zalla,,,Zalla
937.0,Zewe,,,Zewe
938.0,Zi,Ongola,,Zi Ongola | Ongola | Zi
269.0,Zulaya,,,Zulaya
939.0,Zurg,,,Zurg
